y_m,rp_entity_id,entity_name,weighted_sentiment_score,services,facility,revenue,mergers,business,products,acquisitions,analyst,labor,revenues,partnerships,change,equity,actions,issues,ratings,release,earnings,price,assets,product,contract,partnership,general,security,ticker
2020-01,0157B1,Amazon.com Inc.,0.25979087452471483,0.3498694301603391,0.07982558078516644,0.09878842568610739,0.06907045261403252,0.7181590769006497,0.3161630220358956,0.06907045261403252,0.14977984124507274,0.052453259598074876,0.07653463580157949,0.15420896753144447,0.062141453012554915,0.04580437733643508,0.045424659960566605,0.05160067491638857,0.1365340125966108,0.07172587372461042,0.1916466008886036,0.09920119557480536,0.07493322799724982,0.2212805792672099,0.1480802174376867,0.15438566567928821,0.0,AMZN US Equity,AMZN
2020-01,034B61,Booking Holdings Inc.,0.2695714285714286,0.21085141722779532,0.0,0.0666798499609449,0.0,0.5790414154709502,0.21555814072669494,0.0,0.3964621528790032,0.0,0.0679724583200652,0.22304443806940666,0.19973338328395948,0.0,0.0,0.0,0.3839884502021203,0.17290452749535914,0.1732458765505735,0.15693389031914223,0.0,0.18986333314892254,0.0,0.22330001036020533,0.0,BKNG US Equity,BKNG
2020-01,067779,Carnival Corp.,0.18785714285714286,0.35602347145072966,0.0,0.0,0.0,0.6983669812885797,0.36397079312998876,0.0,0.11157132498214771,0.17791962716352672,0.0,0.12553714549846115,0.05620843768903094,0.0,0.0,0.1750276896585308,0.10806100873887714,0.12975555312897277,0.19501757586772933,0.029442612113769553,0.0,0.10686166884341756,0.1318492699148808,0.25136198089524997,0.0,CCL US Equity,CCL
2020-01,1BC12C,General Motors Co.,0.1653985507246377,0.3242134241638688,0.05260227736017392,0.17771789943613717,0.04216832967240998,0.6020508107767698,0.33145066715817206,0.04216832967240998,0.05588144691685684,0.03888547998047064,0.18116301280263392,0.030485501521170733,0.010237263276943326,0.12545012727118113,0.12088435454049891,0.03825342842017856,0.04920297743161801,0.15951887727311817,0.07103724458005421,0.016087181079669118,0.045366393310549084,0.3308668309137233,0.03201834088703746,0.03815054112330723,0.408860534833105,GM US Equity,GM
2020-01,385DD4,Marriott International Inc.,0.2513888888888889,0.14719362787170812,0.33263591534552456,0.0,0.054698620134292705,0.7259533346870248,0.15047935256021508,0.054698620134292705,0.21745974250384176,0.10088054778148141,0.0,0.059316371324079756,0.09959444319061608,0.0,0.023520758732528714,0.0992408172789795,0.1914708260618498,0.06897326769478429,0.20732830528097626,0.06260242796508983,0.32786178028981455,0.0,0.186896560902982,0.0,0.0,MAR US Equity,MAR
2020-01,3CBA2A,Starbucks Corp.,0.17139189189189188,0.19498027641692428,0.2504416721789143,0.13702387889760145,0.028177572627491092,0.6629455166590161,0.21040675675069265,0.028177572627491092,0.15275824158852006,0.025983918377052988,0.12571211411556094,0.0,0.05130530988548142,0.013235975034392692,0.036349612795296866,0.025561571111159226,0.11836166457195951,0.08290577705845391,0.48654963625794273,0.03224915832086388,0.2468472245820034,0.16906933403344412,0.016046387171932953,0.045887076223703506,0.0,SBUX US Equity,SBUX
2020-01,40B903,TJX Companies Inc.,0.0,0.0,0.0,0.0,0.0,0.2616478368532778,0.0,0.0,0.7315164388141041,0.0,0.0,0.0,0.0,0.0,0.12433436851298249,0.0,0.6072866403106831,0.0,0.0,0.11030870555569167,0.0,0.0,0.0,0.0,0.0,TJX US Equity,TJX
2020-01,64CEBB,Aptiv PLC,0.16691111111111112,0.052332212289307525,0.021226708554812176,0.044132234404102355,0.02268836735136431,0.49273725427210774,0.053500396295703745,0.02268836735136431,0.21319961048481148,0.10461026809514351,0.022493875326363176,0.0,0.06609703302103236,0.0,0.01951228799542813,0.061745948430154796,0.19060782570799384,0.15258308952254912,0.7835321394095396,0.0692447392285037,0.020922053619028703,0.06283077367585671,0.0,0.0,0.0,APTV US Equity,APTV
2020-01,66E04A,Hilton Worldwide Holdings Inc.,0.21533333333333332,0.1673741296594939,0.20366816428033907,0.0,0.0,0.5253072341542194,0.17111033290409963,0.0,0.15735608670195092,0.0,0.0,0.0,0.07927430991602534,0.0,0.0,0.0,0.1524052659851069,0.22875306526440878,0.6876140124166515,0.04152477552137652,0.200745030373368,0.0,0.06198511774608347,0.0,0.0,HLT US Equity,HLT
2020-01,6E1E61,O'Reilly Automotive Inc.,-0.13066666666666665,0.0,0.0,0.0,0.03781985107599543,0.3422320876224526,0.0,0.03781985107599543,0.5194134898408393,0.0,0.0,0.0,0.22035785181962667,0.0,0.09757667637041105,0.0,0.4236390963737423,0.1907586484658761,0.5734057356704054,0.08656944167229838,0.0,0.0,0.0,0.0,0.0,ORLY US Equity,ORLY
2020-01,751A74,Royal Caribbean Group Co.,0.19066666666666665,0.0,0.0,0.0,0.08884459181153571,0.40197765544514696,0.0,0.08884459181153571,0.5458706340355276,0.04096397252510753,0.0,0.0,0.2588270820797556,0.0,0.03820374633873109,0.04029813677450707,0.497596388165343,0.037343427184610534,0.4115886585902972,0.16947067236535612,0.0,0.0,0.0,0.0,0.07600849403964274,RCL US Equity,RCL
2020-01,76E80F,Lowe's Cos. Inc.,0.38307692307692304,0.025865067342684726,0.031473745646289235,0.06543674526130144,0.033641009452901105,0.5276573840602474,0.02644243941759429,0.033641009452901105,0.09726773875048339,0.5894183949318403,0.03335262783644321,0.0,0.049002444253344594,0.03160467845381004,0.02893170119896065,0.5798378827106044,0.09420744952888767,0.02828018141129196,0.0,0.0513360633419418,0.031022020785886333,0.031053955512808696,0.0,0.0,0.0,LOW US Equity,LOW
2020-01,8C6C1B,Ross Stores Inc.,0.032500000000000015,0.0,0.0,0.0,0.0,0.32841953436767884,0.0,0.0,0.6886478341659784,0.12550481911408778,0.0,0.0,0.14868574192696174,0.0,0.11704807854717093,0.12346484129241568,0.5716981975768857,0.0,0.0,0.1557665292397153,0.0,0.0,0.0,0.0,0.0,ROST US Equity,ROST
2020-01,954E30,McDonald's Corp.,0.19456880733944956,0.1912998768893571,0.16193534633743886,0.08416953392019409,0.02163576500442234,0.7309201518783485,0.1955701618024482,0.02163576500442234,0.195488888816578,0.08978128872186304,0.07507603679545762,0.18769834671983032,0.09454579863235112,0.06097837792510078,0.06512462749321972,0.10794907146860327,0.18176478109492802,0.09094010097315619,0.30069479686400596,0.041270127620331026,0.15961117994997875,0.15977548708782252,0.03696299890110486,0.234891772744458,0.0,MCD US Equity,MCD
